2021-09-09 18:43:34 strips_hgn.utils.logging_setup INFO     Writing logs to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/strips_hgn.log
2021-09-09 18:43:35 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08382s. Context: {'domain': 'blocksworld', 'problem': 'bw-4-5774-5'}
2021-09-09 18:43:35 strips_hgn.training_data.generate DEBUG    Generated 11 state-value pairs for bw-4-5774-5
2021-09-09 18:43:35 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task06.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task06.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task06.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:35 root         INFO     Running translator.
2021-09-09 18:43:35 root         INFO     translator stdin: None
2021-09-09 18:43:35 root         INFO     translator time limit: None
2021-09-09 18:43:35 root         INFO     translator memory limit: None
2021-09-09 18:43:35 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks4/task06.pddl --sas-file output.sas
2021-09-09 18:43:35 root         INFO     Running search (release).
2021-09-09 18:43:35 root         INFO     search stdin: output.sas
2021-09-09 18:43:35 root         INFO     search time limit: None
2021-09-09 18:43:35 root         INFO     search memory limit: None
2021-09-09 18:43:35 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:35 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08603s. Context: {'domain': 'blocksworld', 'problem': 'bw-4-5774-6'}
2021-09-09 18:43:35 strips_hgn.training_data.generate DEBUG    Generated 13 state-value pairs for bw-4-5774-6
2021-09-09 18:43:35 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task07.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task07.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task07.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:35 root         INFO     Running translator.
2021-09-09 18:43:35 root         INFO     translator stdin: None
2021-09-09 18:43:35 root         INFO     translator time limit: None
2021-09-09 18:43:35 root         INFO     translator memory limit: None
2021-09-09 18:43:35 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks4/task07.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08346s. Context: {'domain': 'blocksworld', 'problem': 'bw-4-5774-7'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 9 state-value pairs for bw-4-5774-7
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task08.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task08.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task08.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks4/task08.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08661s. Context: {'domain': 'blocksworld', 'problem': 'bw-4-5774-8'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 13 state-value pairs for bw-4-5774-8
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task09.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task09.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task09.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks4/task09.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08596s. Context: {'domain': 'blocksworld', 'problem': 'bw-4-5774-9'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 5 state-value pairs for bw-4-5774-9
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task10.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task10.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks4/task10.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks4/task10.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08457s. Context: {'domain': 'blocksworld', 'problem': 'bw-4-5774-10'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 7 state-value pairs for bw-4-5774-10
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task01.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task01.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task01.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks5/task01.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.09151s. Context: {'domain': 'blocksworld', 'problem': 'bw-5-168-1'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 7 state-value pairs for bw-5-168-1
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task02.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task02.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task02.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks5/task02.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.09036s. Context: {'domain': 'blocksworld', 'problem': 'bw-5-168-2'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 11 state-value pairs for bw-5-168-2
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task03.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task03.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task03.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks5/task03.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.092s. Context: {'domain': 'blocksworld', 'problem': 'bw-5-168-3'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 13 state-value pairs for bw-5-168-3
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task04.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task04.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task04.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks5/task04.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08886s. Context: {'domain': 'blocksworld', 'problem': 'bw-5-168-4'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 7 state-value pairs for bw-5-168-4
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task05.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task05.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task05.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks5/task05.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.09043s. Context: {'domain': 'blocksworld', 'problem': 'bw-5-168-5'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 11 state-value pairs for bw-5-168-5
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task06.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task06.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task06.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
2021-09-09 18:43:36 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks5/task06.pddl --sas-file output.sas
2021-09-09 18:43:36 root         INFO     Running search (release).
2021-09-09 18:43:36 root         INFO     search stdin: output.sas
2021-09-09 18:43:36 root         INFO     search time limit: None
2021-09-09 18:43:36 root         INFO     search memory limit: None
2021-09-09 18:43:36 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-09 18:43:36 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.08982s. Context: {'domain': 'blocksworld', 'problem': 'bw-5-168-6'}
2021-09-09 18:43:36 strips_hgn.training_data.generate DEBUG    Generated 11 state-value pairs for bw-5-168-6
2021-09-09 18:43:36 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task07.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task07.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/blocks-slaney/domain.pddl', '../benchmarks/blocks-slaney/blocks5/task07.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-09 18:43:36 root         INFO     Running translator.
2021-09-09 18:43:36 root         INFO     translator stdin: None
2021-09-09 18:43:36 root         INFO     translator time limit: None
2021-09-09 18:43:36 root         INFO     translator memory limit: None
