2021-09-09 16:32:40 strips_hgn.utils.logging_setup INFO     Writing logs to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T16:32:40.681855/strips_hgn.log
2021-09-09 16:32:40 root         INFO     translator command line string: /usr/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/blocks-slaney/domain.pddl ../benchmarks/blocks-slaney/blocks4/task01.pddl --sas-file output.sas
2021-09-09 16:32:41 strips_hgn.utils.timer DEBUG    Timer GenerateAllOptimalStateValuePairsTime stopped. Accumulated time: 0.15807s.
2021-09-09 16:32:41 strips_hgn.utils.timer INFO     Timer KFoldTrainingDataWorkflow.GenerateTrainingDataTime stopped. Accumulated time: 0.15848s.
2021-09-09 16:32:41 strips_hgn.utils.timer INFO     Timer KFoldTrainingDataWorkflow.TotalTime stopped. Accumulated time: 0.1586s.
2021-09-09 16:32:41 strips_hgn.utils.timer INFO     Timer TrainingDriverMethodTime stopped. Accumulated time: 0.38807s.
2021-09-09 16:32:41 strips_hgn.utils.wrapper ERROR    An unexpected error occurred.
Traceback (most recent call last):
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/utils/wrapper.py", line 52, in wrap_method
    wrapped_method(args, experiments_dir)
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/utils/timer.py", line 67, in wrapped_timer
    return func(*args, **kwargs)
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/train.py", line 77, in train_main
    ] = kfold_training_data_wf.run()
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/utils/timer.py", line 67, in wrapped_timer
    return func(*args, **kwargs)
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/workflows/k_fold_training_data.py", line 216, in run
    kfold_training_data = self._generate_kfold_training_data()
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/utils/timer.py", line 67, in wrapped_timer
    return func(*args, **kwargs)
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/workflows/k_fold_training_data.py", line 101, in _generate_kfold_training_data
    problem_to_state_value_pairs = generate_optimal_state_value_pairs(
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/utils/timer.py", line 67, in wrapped_timer
    return func(*args, **kwargs)
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/training_data/generate.py", line 114, in generate_optimal_state_value_pairs
    state_value_pairs = _generate_optimal_state_value_pairs_for_problem(
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/training_data/generate.py", line 38, in _generate_optimal_state_value_pairs_for_problem
    optimal_plan: Optional[List[str]] = get_optimal_actions_using_fd(problem)
  File "/home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/src/strips_hgn/planning/fast_downward_api.py", line 42, in get_optimal_actions_using_fd
    raise RuntimeError(
RuntimeError: Something went wrong, exit code 30 from Fast Downward (http://www.fast-downward.org/ExitCodes)
2021-09-09 16:32:41 strips_hgn.utils.metrics INFO     Saved MetricsLogger JSON to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T16:32:40.681855/train_metrics.json
